,Issue key,Rule_Score,ML_Score,Hybrid_Score,Tier,Explanation,Summary,Description
317,AML-693,100,98.46225449871262,99.38490179948505,GOOD,Ticket meets all quality standards.,Build secrets management using vault,As a developer I want secrets management using HashiCorp Vault so that credentials are not hardcoded
318,AML-694,100,98.46037536832509,99.38415014733005,GOOD,Ticket meets all quality standards.,Implement network isolation for AML processing,As a network engineer I want network isolation for AML processing so that sensitive data is protected
319,AML-695,100,98.79207190462222,99.5168287618489,GOOD,Ticket meets all quality standards.,Create certificate rotation automation,As a security engineer I want automated certificate rotation so that expired certificates don't cause outages
320,AML-696,100,99.38546155292707,99.75418462117082,GOOD,Ticket meets all quality standards.,Implement data loss prevention controls,As a compliance officer I want DLP controls for sensitive data so that data exfiltration is prevented
321,AML-697,100,98.45941250275393,99.38376500110158,GOOD,Ticket meets all quality standards.,Build security information event management integration,As a security analyst I want SIEM integration so that security events are centralized
322,AML-698,100,99.1943550185489,99.67774200741957,GOOD,Ticket meets all quality standards.,Implement database activity monitoring,As a security engineer I want database activity monitoring so that suspicious queries are detected
323,AML-699,100,99.13814849826728,99.65525939930691,GOOD,Ticket meets all quality standards.,Create security training for development team,As a security manager I want security training for developers so that secure coding practices are followed
324,AML-700,100,99.32727207020142,99.73090882808057,GOOD,Ticket meets all quality standards.,Implement file integrity monitoring,As a security analyst I want file integrity monitoring for critical configuration so that unauthorized changes are detected
325,AML-701,100,98.65087175503443,99.46034870201377,GOOD,Ticket meets all quality standards.,Implement OFAC sanctions list update automation,As a compliance officer I want OFAC sanctions list to be updated automatically daily so that screening uses latest data
326,AML-702,100,98.73613806603879,99.49445522641551,GOOD,Ticket meets all quality standards.,Create AML risk scoring model for new customer onboarding,As a data scientist I want to build a risk scoring model for new customers so that high-risk customers are flagged during onboarding
327,AML-703,100,98.9527525896351,99.58110103585403,GOOD,Ticket meets all quality standards.,Implement real-time transaction monitoring dashboard,As an investigator I want to see real-time transaction monitoring dashboard so that suspicious activities are visible immediately
328,AML-704,100,42.70320989435945,77.08128395774378,GOOD,Ticket meets all quality standards.,Build audit trail for all AML decisions,As an auditor I want complete audit trail of all AML decisions so that regulatory reviews are satisfied
329,AML-705,100,99.61161665226757,99.84464666090703,GOOD,Ticket meets all quality standards.,Create customer risk profile enrichment from external data,As a risk analyst I want to enrich customer risk profiles with external data sources so that risk assessment is comprehensive
330,AML-706,100,98.45942188739244,99.38376875495698,GOOD,Ticket meets all quality standards.,Implement machine learning model for transaction scoring,As a data scientist I want ML model to score transactions in real-time so that high-risk transactions are flagged immediately
331,AML-707,100,99.0970152524985,99.6388061009994,GOOD,Ticket meets all quality standards.,Build regulatory reporting automation for FinCEN,As a compliance officer I want automated FinCEN reporting so that SAR filings are submitted on time
332,AML-708,100,99.4023938452651,99.76095753810604,GOOD,Ticket meets all quality standards.,Create suspicious activity report generation workflow,As an investigator I want SAR generation workflow so that reports are consistent and complete
333,AML-709,100,98.92098303717175,99.5683932148687,GOOD,Ticket meets all quality standards.,Implement customer due diligence automation,As a compliance officer I want automated CDD for new customers so that onboarding is faster
334,AML-710,100,99.56016244126522,99.8240649765061,GOOD,Ticket meets all quality standards.,Build enhanced due diligence for high-risk customers,As a compliance analyst I want EDD workflow for high-risk customers so that additional scrutiny is applied
335,AML-711,100,99.19136545337265,99.67654618134907,GOOD,Ticket meets all quality standards.,Create watchlist screening for all customer transactions,As a compliance officer I want all transactions screened against watchlists so that prohibited parties are identified
336,AML-712,100,99.1395571356794,99.65582285427176,GOOD,Ticket meets all quality standards.,Implement negative news monitoring integration,As a compliance analyst I want negative news monitoring integrated so that reputational risk is assessed
337,AML-713,100,97.86063505150031,99.14425402060013,GOOD,Ticket meets all quality standards.,Build geographic risk scoring for transactions,As a risk analyst I want geographic risk scoring so that transactions from high-risk countries are flagged
338,AML-714,100,99.44286457307003,99.777145829228,GOOD,Ticket meets all quality standards.,Create customer risk tier refresh automation,As a compliance officer I want customer risk tiers refreshed quarterly so that risk profiles stay current
339,AML-715,100,98.45957575443988,99.38383030177596,GOOD,Ticket meets all quality standards.,Implement alert closure reason tracking,As an investigator I want to track closure reasons for alerts so that false positive analysis is possible
340,AML-741,100,0.2289089585827546,60.0915635834331,BAD,Semantic hollowness: Vague language detected.,Implement the things we talked about,As a developer I want to implement the things we talked about in the last meeting so that we can move forward
341,AML-742,100,0.00729993883903341,60.00291997553561,BAD,Semantic hollowness: Vague language detected.,Do whatever is needed for compliance,As a developer I want to do whatever is needed to make the system compliant so that we pass the audit
342,AML-743,100,80.3591646196128,92.14366584784511,GOOD,Ticket meets all quality standards.,API performance optimization,As a developer I want to optimize API endpoints so that response times are faster. Currently some endpoints are slow.
343,AML-744,100,0.27119325159565966,60.10847730063826,BAD,Semantic hollowness: Vague language detected.,Complete the tasks assigned,As a developer I want to complete the tasks that were assigned to me so that the sprint goals are met
344,AML-745,100,0.16402827226215194,60.06561130890486,BAD,Semantic hollowness: Vague language detected.,Update as per the feedback received,As a developer I want to update the code as per the feedback received in the review so that the quality improves
345,AML-746,100,1.3106286216950722,60.52425144867803,BAD,Semantic hollowness: Vague language detected.,Address all concerns raised,As a developer I want to address all concerns that were raised by the stakeholders so that everyone is happy
346,AML-747,100,0.13209508696031805,60.05283803478413,BAD,Semantic hollowness: Vague language detected.,Make the changes as discussed earlier,As a developer I want to make the changes that were discussed earlier in the project so that the requirements are met
347,AML-748,100,0.5657987542270034,60.2263195016908,BAD,Semantic hollowness: Vague language detected.,Deliver the pending deliverables,As a developer I want to deliver the pending deliverables from last quarter so that the project stays on track
348,AML-749,100,0.17961916855507926,60.071847667422034,BAD,Semantic hollowness: Vague language detected.,Implement the changes from the document,As a developer I want to implement the changes that are documented in the shared document so that the system is up to date
349,AML-750,100,0.06352052107075072,60.0254082084283,BAD,Semantic hollowness: Vague language detected.,Complete the work as per standard operating procedure,As a developer I want to complete the work following the standard operating procedure so that the process is consistent
350,AML-751,100,0.33951404905275806,60.1358056196211,BAD,Semantic hollowness: Vague language detected.,Fix the issues identified in testing,As a developer I want to fix the issues that were identified in the testing phase so that the system is stable
351,AML-752,100,0.1621121444132279,60.064844857765294,BAD,Semantic hollowness: Vague language detected.,Implement the changes requested by QA,As a developer I want to implement the changes that were requested by the QA team so that the quality gates are met
352,AML-753,100,0.2152275420921708,60.08609101683687,BAD,Semantic hollowness: Vague language detected.,Do the needful for the release,As a developer I want to do the needful to prepare for the upcoming release so that everything is ready
353,AML-754,100,0.44026096084588623,60.17610438433835,BAD,Semantic hollowness: Vague language detected.,Make it happen as planned,As a developer I want to make it happen as planned in the project timeline so that we meet our commitments
354,AML-755,100,0.3168865621513455,60.12675462486054,BAD,Semantic hollowness: Vague language detected.,Address the feedback from the demo,As a developer I want to address the feedback that was received during the demo so that stakeholders are happy
355,AML-756,100,0.05851102030149158,60.0234044081206,BAD,Semantic hollowness: Vague language detected.,Complete the remaining work,As a developer I want to complete the remaining work from the current sprint so that we achieve our sprint goal
356,AML-757,100,0.35804855233760924,60.14321942093505,BAD,Semantic hollowness: Vague language detected.,Implement the solution as agreed,As a developer I want to implement the solution as agreed in the architecture review so that the design is followed
357,AML-758,100,0.290892300371154,60.11635692014846,BAD,Semantic hollowness: Vague language detected.,Do what was discussed in the email,As a developer I want to do what was discussed in the email thread so that everyone is aligned
358,AML-759,100,0.1324204539140457,60.05296818156562,BAD,Semantic hollowness: Vague language detected.,Make the changes as per the meeting notes,As a developer I want to make the changes as per the meeting notes from the planning session so that requirements are met
359,AML-760,100,0.2757086728728501,60.11028346914914,BAD,Semantic hollowness: Vague language detected.,Complete the tasks from the backlog,As a developer I want to complete the tasks that are in the backlog so that the product backlog is refined
360,AML-761,100,0.35884483207663426,60.143537932830654,BAD,Semantic hollowness: Vague language detected.,Implement what was discussed on the call,As a developer I want to implement what was discussed on the team call so that everyone is on the same page
361,AML-762,100,0.028383276884318596,60.01135331075373,BAD,Semantic hollowness: Vague language detected.,Do the needful as per the conversation,As a developer I want to do the needful as per our conversation with the business team so that requirements are met
362,AML-763,100,0.13167517728700273,60.0526700709148,BAD,Semantic hollowness: Vague language detected.,Make the changes as requested,As a developer I want to make the changes as requested by the product owner so that the product meets expectations
363,AML-764,100,0.03680194916327934,60.01472077966531,BAD,Semantic hollowness: Vague language detected.,Complete the work as discussed,As a developer I want to complete the work as discussed in the sprint planning meeting so that we deliver what was planned
364,AML-765,100,0.13259138836702095,60.05303655534681,BAD,Semantic hollowness: Vague language detected.,Implement the solution as per discussion,As a developer I want to implement the solution as per our discussion in the meeting so that we can move forward
365,AML-766,100,0.4404346374407977,60.17617385497632,BAD,Semantic hollowness: Vague language detected.,Do what we agreed upon,As a developer I want to do what we agreed upon in the planning session so that everyone is aligned
366,AML-767,100,0.12727420386153696,60.05090968154462,BAD,Semantic hollowness: Vague language detected.,Make it happen as decided,As a developer I want to make it happen as decided in the architecture review so that the design is followed
367,AML-768,100,0.09163117103370386,60.03665246841348,BAD,Semantic hollowness: Vague language detected.,Complete the work from the email,As a developer I want to complete the work that was described in the email from the product owner so that requirements are met
368,AML-769,100,0.21115772791900944,60.084463091167606,BAD,Semantic hollowness: Vague language detected.,Address the points raised in review,As a developer I want to address the points that were raised in the design review so that the design is approved
369,AML-770,100,0.024101217862134972,60.00964048714486,BAD,Semantic hollowness: Vague language detected.,Implement the changes from the chat,As a developer I want to implement the changes that were discussed in the team chat so that we are aligned
370,AML-771,100,0.0691294013958812,60.02765176055835,BAD,Semantic hollowness: Vague language detected.,Do the needful for the audit,As a developer I want to do the needful to prepare for the upcoming audit so that we pass compliance
371,AML-772,100,0.2843401716451828,60.11373606865807,BAD,Semantic hollowness: Vague language detected.,Make the changes as per the ticket,As a developer I want to make the changes as per the ticket that was assigned to me so that the issue is resolved
372,AML-773,100,0.3584556235976752,60.14338224943907,BAD,Semantic hollowness: Vague language detected.,Complete the task as instructed,As a developer I want to complete the task as instructed by my manager so that the work is done correctly
373,AML-774,100,0.05142550966719317,60.020570203866875,BAD,Semantic hollowness: Vague language detected.,Implement what was asked,As a developer I want to implement what was asked by the business analyst so that the requirement is satisfied
374,AML-775,100,0.30663816673075844,60.122655266692306,BAD,Semantic hollowness: Vague language detected.,Do the work as per the standard,As a developer I want to do the work as per the standard that has been defined so that quality is maintained
375,AML-776,100,0.33533129185336175,60.134132516741346,BAD,Semantic hollowness: Vague language detected.,Make it work like the other module,As a developer I want to make it work like the other module that we already have so that consistency is maintained
376,AML-777,100,0.04107284127120733,60.016429136508485,BAD,Semantic hollowness: Vague language detected.,Complete the pending request,As a developer I want to complete the pending request from the stakeholder so that they are satisfied
377,AML-778,100,0.5473166336211056,60.21892665344844,BAD,Semantic hollowness: Vague language detected.,Address the comments on the PR,As a developer I want to address the comments that were made on my pull request so that it can be merged
378,AML-779,100,0.25137013837538047,60.10054805535015,BAD,Semantic hollowness: Vague language detected.,Implement the feedback from the review,As a developer I want to implement the feedback that was provided in the code review so that code quality improves
379,AML-780,100,0.19431088670501634,60.077724354682005,BAD,Semantic hollowness: Vague language detected.,Do the needful for the deployment,As a developer I want to do the needful to prepare for deployment so that the release is successful
380,AML-781,100,0.3155365145469254,60.12621460581877,BAD,Semantic hollowness: Vague language detected.,Make the changes as discussed on the call,As a developer I want to make the changes as discussed on the team call so that everyone is aligned
381,AML-782,100,0.2167762295315672,60.086710491812624,BAD,Semantic hollowness: Vague language detected.,Complete the work from the meeting,As a developer I want to complete the work that came out of the sprint planning meeting so that we deliver the sprint commitment
382,AML-783,100,0.2345434755616529,60.093817390224665,BAD,Semantic hollowness: Vague language detected.,Implement the solution as described,As a developer I want to implement the solution as described in the requirements document so that the need is met
383,AML-784,100,0.6129851768376186,60.245194070735046,BAD,Semantic hollowness: Vague language detected.,Do what was planned,As a developer I want to do what was planned in the project schedule so that we stay on track
384,AML-785,100,0.264019222887822,60.10560768915513,BAD,Semantic hollowness: Vague language detected.,Make it work as expected,As a developer I want to make it work as expected by the users so that they are satisfied
385,AML-786,100,0.3398846573611435,60.135953862944454,BAD,Semantic hollowness: Vague language detected.,Complete the assigned stories,As a developer I want to complete the stories that were assigned to me in the sprint so that we meet our commitment
386,AML-787,100,0.21326983251286893,60.08530793300515,BAD,Semantic hollowness: Vague language detected.,Address the issues from UAT,As a developer I want to address the issues that were found during UAT so that the system is accepted
387,AML-788,100,0.32778417026935447,60.131113668107744,BAD,Semantic hollowness: Vague language detected.,Implement the changes from the spec,As a developer I want to implement the changes that are in the specification document so that the system matches the spec
388,AML-789,100,0.3072049623920209,60.122881984956805,BAD,Semantic hollowness: Vague language detected.,Do the needful for the integration,As a developer I want to do the needful to integrate with the downstream system so that data flows correctly
389,AML-790,100,0.14369874796867918,60.05747949918747,BAD,Semantic hollowness: Vague language detected.,Make it work like the specification,As a developer I want to make it work like the specification describes so that the implementation is correct
390,AML-791,100,0.35806086268369214,60.14322434507348,BAD,Semantic hollowness: Vague language detected.,Complete the work from the ticket,As a developer I want to complete the work that is described in the Jira ticket so that the issue is resolved
391,AML-792,100,0.23189632151501124,60.092758528606005,BAD,Semantic hollowness: Vague language detected.,Address the concerns from compliance,As a developer I want to address the concerns that were raised by the compliance team so that we are compliant
392,AML-793,100,0.05208632262063735,60.02083452904826,BAD,Semantic hollowness: Vague language detected.,Implement the changes from the walkthrough,As a developer I want to implement the changes that were identified in the design walkthrough so that the design is solid
393,AML-794,100,0.35829183312219137,60.143316733248874,BAD,Semantic hollowness: Vague language detected.,Do what the business requested,As a developer I want to do what the business requested in their requirements so that they are satisfied
394,AML-795,100,0.06566631914435613,60.02626652765774,BAD,Semantic hollowness: Vague language detected.,Make it work as per the standard,As a developer I want to make it work as per the standard that the team follows so that consistency is maintained
395,AML-796,100,0.25760261672057316,60.103041046688226,BAD,Semantic hollowness: Vague language detected.,Complete the pending tasks,As a developer I want to complete the tasks that are pending from last sprint so that we close them
396,AML-797,100,0.35835551525394643,60.14334220610158,BAD,Semantic hollowness: Vague language detected.,Address the feedback from security,As a developer I want to address the feedback from the security review so that the system is secure
397,AML-798,100,0.3579919126517461,60.1431967650607,BAD,Semantic hollowness: Vague language detected.,Implement the solution as discussed earlier,As a developer I want to implement the solution as discussed earlier in the project so that we move forward
398,AML-799,100,0.10775551481690324,60.043102205926765,BAD,Semantic hollowness: Vague language detected.,Do the needful for the migration,As a developer I want to do the needful for the data migration so that the data is moved correctly
399,AML-800,100,0.19291060146015832,60.07716424058406,BAD,Semantic hollowness: Vague language detected.,Make it work like the prototype,As a developer I want to make it work like the prototype that was demonstrated so that users get what they saw
400,AML-801,100,0.13476328062170687,60.05390531224868,BAD,Semantic hollowness: Vague language detected.,Implement the changes from the email thread,As a developer I want to implement the changes from the email thread that was sent last week so that we can proceed
401,AML-802,100,1.723518970995843,60.68940758839834,BAD,Semantic hollowness: Vague language detected.,Do whatever is required for the release,As a developer I want to do whatever is required to get the release out so that we meet the deadline
402,AML-803,100,0.35909774560007296,60.14363909824003,BAD,Semantic hollowness: Vague language detected.,Make it work like the previous version,As a developer I want to make it work like the previous version of the system so that users are comfortable
403,AML-804,100,0.07694987145308252,60.030779948581234,BAD,Semantic hollowness: Vague language detected.,Complete the work as per the instructions,As a developer I want to complete the work as per the instructions given by the lead so that the task is done correctly
404,AML-805,100,0.1848663084116047,60.07394652336464,BAD,Semantic hollowness: Vague language detected.,Address the feedback from the stakeholder,As a developer I want to address the feedback that came from the stakeholder meeting so that they are happy
405,AML-806,100,0.3314948760159436,60.13259795040638,BAD,Semantic hollowness: Vague language detected.,Implement the solution as per the conversation,As a developer I want to implement the solution as per our conversation with the architect so that the design is followed
406,AML-807,100,0.1023054136356543,60.04092216545426,BAD,Semantic hollowness: Vague language detected.,Do the needful for the data migration,As a developer I want to do the needful for the data migration so that the data is moved to the new system
407,AML-808,100,0.43344909522601777,60.17337963809041,BAD,Semantic hollowness: Vague language detected.,Make the changes as per the ticket description,As a developer I want to make the changes as per the description in the ticket so that the issue is resolved
408,AML-809,100,0.35820744237063745,60.14328297694826,BAD,Semantic hollowness: Vague language detected.,Complete the tasks from the planning meeting,As a developer I want to complete the tasks that came out of the planning meeting so that we deliver the sprint
409,AML-810,100,0.19787861825534148,60.07915144730214,BAD,Semantic hollowness: Vague language detected.,Address the comments from the reviewer,As a developer I want to address the comments that were made by the code reviewer so that the PR can be merged
410,AML-811,100,0.15145517441021528,60.06058206976409,BAD,Semantic hollowness: Vague language detected.,Implement what was discussed in the standup,As a developer I want to implement what was discussed in the daily standup meeting so that the team is aligned
411,AML-812,100,0.13218905431090108,60.05287562172436,BAD,Semantic hollowness: Vague language detected.,Do the needful for the API integration,As a developer I want to do the needful to integrate with the external API so that data flows correctly
412,AML-813,100,0.03835877271139694,60.01534350908456,BAD,Semantic hollowness: Vague language detected.,Make it work like the requirement document,As a developer I want to make it work like the requirement document specifies so that the need is met
413,AML-814,100,0.2257038533181751,60.09028154132727,BAD,Semantic hollowness: Vague language detected.,Complete the work as per the schedule,As a developer I want to complete the work as per the project schedule so that we stay on track
414,AML-815,100,0.14576136877785192,60.05830454751114,BAD,Semantic hollowness: Vague language detected.,Address the issues from the test team,As a developer I want to address the issues that were raised by the test team so that the system is stable
415,AML-816,100,0.22375292557583865,60.089501170230335,BAD,Semantic hollowness: Vague language detected.,Implement the changes from the design document,As a developer I want to implement the changes that are in the updated design document so that the system matches the design
416,AML-817,100,0.6214301813081881,60.248572072523274,BAD,Semantic hollowness: Vague language detected.,Do what was agreed in the meeting,As a developer I want to do what was agreed in the meeting with the product owner so that requirements are met
417,AML-818,100,0.08942424596944627,60.03576969838778,BAD,Semantic hollowness: Vague language detected.,Make the changes as per the feedback,As a developer I want to make the changes as per the feedback from the user acceptance testing so that the user accepts
418,AML-819,100,0.3584986485748895,60.14339945942996,BAD,Semantic hollowness: Vague language detected.,Complete the pending stories from backlog,As a developer I want to complete the pending stories that are in the product backlog so that the backlog is refined
419,AML-820,100,0.16313721252871205,60.065254885011484,BAD,Semantic hollowness: Vague language detected.,Address the concerns from the audit,As a developer I want to address the concerns that were raised by the internal audit so that compliance is maintained
420,AML-821,100,0.21867787587857235,60.087471150351426,BAD,Semantic hollowness: Vague language detected.,Implement the solution as per the technical spec,As a developer I want to implement the solution as per the technical specification document so that the implementation is correct
421,AML-822,100,0.3594242176960895,60.14376968707844,BAD,Semantic hollowness: Vague language detected.,Do the needful for the environment setup,As a developer I want to do the needful to set up the development environment so that I can start working
422,AML-823,100,0.18345788579585592,60.07338315431834,BAD,Semantic hollowness: Vague language detected.,Make it work like the sample implementation,As a developer I want to make it work like the sample implementation that was shared so that we follow best practices
423,AML-824,100,0.35831190161602505,60.14332476064641,BAD,Semantic hollowness: Vague language detected.,Complete the work as per the standard process,As a developer I want to complete the work as per the standard development process so that quality is maintained
424,AML-825,100,0.2321655762902999,60.09286623051612,BAD,Semantic hollowness: Vague language detected.,Address the feedback from the design review,As a developer I want to address the feedback from the design review meeting so that the design is approved
425,AML-826,100,0.05831813033608389,60.023327252134436,BAD,Semantic hollowness: Vague language detected.,Implement the changes from the walkthrough,As a developer I want to implement the changes that were identified in the code walkthrough so that the code quality improves
426,AML-827,100,0.3587881967567274,60.143515278702694,BAD,Semantic hollowness: Vague language detected.,Do what was requested in the Jira ticket,As a developer I want to do what was requested in the Jira ticket that was assigned to me so that the work is done
427,AML-828,100,0.3587000471838762,60.143480018873554,BAD,Semantic hollowness: Vague language detected.,Make the changes as per the conversation,As a developer I want to make the changes as per our conversation with the business analyst so that requirements are met
428,AML-829,100,0.2767703984796634,60.11070815939186,BAD,Semantic hollowness: Vague language detected.,Complete the tasks from the retrospective,As a developer I want to complete the action items from the sprint retrospective so that we improve our process
429,AML-830,100,0.35916728352663435,60.143666913410655,BAD,Semantic hollowness: Vague language detected.,Address the concerns from the security review,As a developer I want to address the concerns from the security review so that the system is secure
430,AML-831,100,0.21111365829187836,60.084445463316754,BAD,Semantic hollowness: Vague language detected.,Implement the solution as per the architecture,As a developer I want to implement the solution as per the architecture diagram that was approved so that the design is followed
431,AML-832,100,0.18313377333858766,60.07325350933544,BAD,Semantic hollowness: Vague language detected.,Do the needful for the performance testing,As a developer I want to do the needful to prepare for performance testing so that the system is ready
432,AML-833,100,0.3018674458316803,60.12074697833267,BAD,Semantic hollowness: Vague language detected.,Make it work like the user expectation,As a developer I want to make it work like the user expects so that they are satisfied with the product
433,AML-834,100,0.28680116800540806,60.11472046720216,BAD,Semantic hollowness: Vague language detected.,Complete the work from the technical debt list,As a developer I want to complete the work items from the technical debt list so that the codebase improves
434,AML-835,100,0.39525354611837293,60.15810141844735,BAD,Semantic hollowness: Vague language detected.,Address the feedback from the demo session,As a developer I want to address the feedback from the demo session so that stakeholders are happy
435,AML-836,100,0.06938484360916436,60.02775393744366,BAD,Semantic hollowness: Vague language detected.,Implement the changes from the discussion,As a developer I want to implement the changes that we discussed in the team meeting so that everyone is aligned
436,AML-837,100,0.3587509423468902,60.14350037693875,BAD,Semantic hollowness: Vague language detected.,Do what was planned in the roadmap,As a developer I want to do what was planned in the product roadmap so that we deliver on time
437,AML-838,100,0.07649683050972428,60.03059873220389,BAD,Semantic hollowness: Vague language detected.,Make the changes as per the specification,As a developer I want to make the changes as per the updated specification so that the system meets requirements
438,AML-839,100,0.3584350891065415,60.143374035642616,BAD,Semantic hollowness: Vague language detected.,Complete the pending code reviews,As a developer I want to complete the pending code reviews so that the team can move forward
439,AML-840,100,0.31857765161821644,60.12743106064729,BAD,Semantic hollowness: Vague language detected.,Address the issues from the regression test,As a developer I want to address the issues that were found in regression testing so that existing functionality is preserved
440,AML-841,100,0.07042868877647135,60.02817147551059,BAD,Semantic hollowness: Vague language detected.,Implement the solution as per the guidelines,As a developer I want to implement the solution as per the coding guidelines that the team follows so that code is consistent
441,AML-842,100,0.04236365003045875,60.01694546001218,BAD,Semantic hollowness: Vague language detected.,Do the needful for the documentation,As a developer I want to do the needful to update the documentation so that it reflects the current system
442,AML-843,100,0.0923026237880231,60.03692104951521,BAD,Semantic hollowness: Vague language detected.,Make it work like the business requirement,As a developer I want to make it work like the business requirement document specifies so that the business need is met
443,AML-844,100,0.027362298121830143,60.01094491924873,BAD,Semantic hollowness: Vague language detected.,Complete the work from the incident tickets,As a developer I want to complete the work from the incident tickets that were raised in production so that the system is stable
444,AML-845,100,0.35904085041133194,60.143616340164535,BAD,Semantic hollowness: Vague language detected.,Address the feedback from the product owner,As a developer I want to address the feedback from the product owner so that the product meets their vision
445,AML-846,100,0.03301379921152944,60.01320551968461,BAD,Semantic hollowness: Vague language detected.,Implement the changes from the retrospective,As a developer I want to implement the changes that were identified in the retrospective so that the team improves
446,AML-847,100,0.23617675134690533,60.094470700538764,BAD,Semantic hollowness: Vague language detected.,Do what was discussed in the workshop,As a developer I want to do what was discussed in the requirements workshop so that the stakeholders are satisfied
447,AML-848,100,0.11239956095105805,60.04495982438042,BAD,Semantic hollowness: Vague language detected.,Make the changes as per the technical review,As a developer I want to make the changes as per the technical review feedback so that the design is solid
448,AML-849,100,0.3075942810315189,60.12303771241261,BAD,Semantic hollowness: Vague language detected.,Complete the work from the project plan,As a developer I want to complete the work that is in the project plan so that we meet our milestones
449,AML-850,100,0.27524860113165117,60.11009944045266,BAD,Semantic hollowness: Vague language detected.,Address the concerns from the compliance team,As a developer I want to address the concerns from the compliance team so that the system is compliant
450,AML-851,100,0.24123064282401155,60.096492257129604,BAD,Semantic hollowness: Vague language detected.,Implement the solution as per the approved design,As a developer I want to implement the solution as per the approved design document so that the implementation matches
451,AML-852,100,0.05930026290016262,60.023720105160066,BAD,Semantic hollowness: Vague language detected.,Do the needful for the security fix,As a developer I want to do the needful to apply the security patch so that the system is secure
452,AML-853,100,0.1842539307898734,60.07370157231595,BAD,Semantic hollowness: Vague language detected.,Make it work like the reference implementation,As a developer I want to make it work like the reference implementation that was provided so that we follow the pattern
453,AML-854,100,0.3582437124488179,60.14329748497953,BAD,Semantic hollowness: Vague language detected.,Complete the tasks from the technical design,As a developer I want to complete the tasks that are identified in the technical design document so that the design is implemented
454,AML-855,100,0.3584209341873365,60.14336837367493,BAD,Semantic hollowness: Vague language detected.,Address the feedback from the user demo,As a developer I want to address the feedback from the user demo so that the users are satisfied
455,AML-856,100,0.1640175901750377,60.06560703607001,BAD,Semantic hollowness: Vague language detected.,Implement the changes from the discussion,As a developer I want to implement the changes that we discussed in the grooming session so that the backlog is ready
456,AML-857,100,0.19266053402473712,60.077064213609894,BAD,Semantic hollowness: Vague language detected.,Do what was requested in the requirements,As a developer I want to do what was requested in the requirements document so that the need is met
457,AML-858,100,0.24722434201056412,60.098889736804225,BAD,Semantic hollowness: Vague language detected.,Make the changes as per the code review,As a developer I want to make the changes as per the code review comments so that the code quality improves
458,AML-859,100,0.05208520270121357,60.02083408108049,BAD,Semantic hollowness: Vague language detected.,Complete the work from the bug list,As a developer I want to complete the work from the bug list so that the product is stable
459,AML-860,100,0.35902165416121806,60.14360866166449,BAD,Semantic hollowness: Vague language detected.,Address the concerns from the architecture review,As a developer I want to address the concerns from the architecture review so that the design is approved
460,AML-861,100,0.17207694515623104,60.06883077806249,BAD,Semantic hollowness: Vague language detected.,Implement the solution as per the standards,As a developer I want to implement the solution as per the industry standards so that the system is best in class
461,AML-862,100,0.08933301112428021,60.03573320444971,BAD,Semantic hollowness: Vague language detected.,Do the needful for the database optimization,As a developer I want to do the needful to optimize the database queries so that performance improves
462,AML-863,100,0.33509433352966556,60.134037733411866,BAD,Semantic hollowness: Vague language detected.,Make it work like the user story,As a developer I want to make it work like the user story describes so that the user need is met
463,AML-864,100,0.13931318577682497,60.05572527431073,BAD,Semantic hollowness: Vague language detected.,Complete the work from the sprint backlog,As a developer I want to complete the work from the sprint backlog so that we meet the sprint goal
464,AML-865,100,0.3747183934582792,60.149887357383314,BAD,Semantic hollowness: Vague language detected.,Address the feedback from the performance test,As a developer I want to address the feedback from the performance test so that the system meets SLAs
465,AML-866,100,0.35875892880206045,60.143503571520824,BAD,Semantic hollowness: Vague language detected.,Implement the changes from the support ticket,As a developer I want to implement the changes from the support ticket that was raised by the user so that the issue is resolved
466,AML-867,100,0.34650457971442206,60.13860183188577,BAD,Semantic hollowness: Vague language detected.,Do what was discussed in the planning,As a developer I want to do what was discussed in the sprint planning meeting so that we deliver the commitment
467,AML-868,100,0.16447127993826335,60.065788511975306,BAD,Semantic hollowness: Vague language detected.,Make the changes as per the test report,As a developer I want to make the changes as per the test report findings so that the system passes testing
468,AML-869,100,0.1314377943123327,60.052575117724935,BAD,Semantic hollowness: Vague language detected.,Complete the work from the change request,As a developer I want to complete the work from the change request that was approved so that the scope is delivered
469,AML-870,100,0.3580202637377369,60.14320810549509,BAD,Semantic hollowness: Vague language detected.,Address the concerns from the risk assessment,As a developer I want to address the concerns from the risk assessment so that the project risks are mitigated
470,AML-871,100,0.19398434523532382,60.07759373809413,BAD,Semantic hollowness: Vague language detected.,Implement the solution as per the prototype,As a developer I want to implement the solution as per the prototype that was demonstrated so that users get what they saw
471,AML-872,100,0.2768149721231657,60.11072598884927,BAD,Semantic hollowness: Vague language detected.,Do the needful for the environment,As a developer I want to do the needful to set up the test environment so that testing can proceed
472,AML-873,100,0.09789493727555447,60.039157974910225,BAD,Semantic hollowness: Vague language detected.,Make it work like the specification document,As a developer I want to make it work like the specification document describes so that the implementation is correct
473,AML-874,100,0.3258389512167974,60.13033558048672,BAD,Semantic hollowness: Vague language detected.,Complete the tasks from the dependency list,As a developer I want to complete the tasks that are blocking other teams so that they can proceed
474,AML-875,100,0.3487474478253956,60.13949897913016,BAD,Semantic hollowness: Vague language detected.,Address the feedback from the security audit,As a developer I want to address the feedback from the security audit so that the system is secure
