Feature,Importance
logic runs,0.0
login,0.0
login dashboard,0.0
login instructions,0.0
logs,0.0
logs 30,0.0
logs 90,0.0
logs from,0.0
logs in,0.0
logs retention,0.0
logs year,0.0
logs years,0.0
long,0.0
long running,0.0
longer,0.0
longer than,0.0
lookup,0.0
lookup as,0.0
lookup so,0.0
lookups,0.0
lookups don,0.0
lookups must,0.0
loop,0.0
loop for,0.0
loss,0.0
loss given,0.0
loss is,0.0
low,0.0
low risk,0.0
low scenario,0.0
low volume,0.0
low within,0.0
low workflow,0.0
machine,0.0
machine learning,0.0
made,0.0
made by,0.0
made then,0.0
made when,0.0
main,0.0
main branch,0.0
main dev,0.0
main requires,0.0
mainframe,2.757620897522273e-10
mainframe files,2.9050229045021253e-10
mainframe team,0.0
maintain,0.0
maintain consistency,0.0
maintain register,0.0
maintain session,0.0
maintainability,0.0
maintainable,0.0
maintainable given,0.0
maintained,0.0
maintained given,0.0
maintained list,0.0
maintained on,0.0
maintenance,0.0
maintenance 24x7,0.0
maintenance doesn,0.0
maintenance tasks,0.0
maintenance window,0.0
major,0.0
major feature,0.0
major incidents,0.0
make,0.0
make changes,0.0
make it,0.0
make the,0.0
malformed,0.0
malformed records,0.0
managed,0.0
managed consistently,0.0
managed identify,0.0
managed need,0.0
management,0.0
management as,0.0
management integration,0.0
management plan,0.0
management process,0.0
management strategy,0.0
management using,0.0
management workflow,0.0
manager,4.8680465374640114e-08
manager approval,0.0
manager as,0.0
manager assigned,0.0
manager can,0.0
manager in,0.0
manager so,0.0
manager want,8.501128946892241e-07
manager will,0.0
managers,0.0
managers for,0.0
mandatory,0.0
manual,0.0
manual for,0.0
manual intervention,0.0
manual processes,0.0
manual report,0.0
manual review,1.869906645791412e-05
manual so,0.0
manual then,0.0
map,0.0
map for,0.0
map physical,0.0
mapping,0.0
mapping if,0.0
masked,0.0
masking,0.0
master,0.0
master want,0.0
match,0.0
match the,0.0
matches,0.0
matches known,0.0
matches the,0.0
matching,0.0
materialized,0.0
materialized views,0.0
matrix,1.2270026244847377e-08
matrix for,0.0
matrix so,3.512879044385272e-09
max,0.0
me,0.0
measure,0.0
measured,0.0
mechanism,0.0
media,0.0
media alert,0.0
media alerts,0.0
media data,0.0
media monitoring,0.0
media posts,0.0
media signals,0.0
media watchlist,0.0
medium,0.0
meet,0.0
meet our,0.0
meet the,0.0
meeting,0.0
meeting as,0.0
meeting notes,0.0
meeting so,0.0
meeting when,0.0
meeting where,0.0
meets,7.040753044222141e-11
meets expectations,0.0
members,0.0
members as,0.0
memory,0.0
merge,0.0
merge to,0.0
merged,0.0
merged given,0.0
met,0.0
met given,0.0
metrics,0.0
metrics are,0.0
metrics so,0.0
migration,0.0
milestone,0.0
milestone plan,0.0
milestones,0.0
min,0.0
minimized,0.0
minimized given,0.0
minimum,0.0
minute,0.0
minute per,0.0
minutes,0.0
mismatch,0.0
missing,0.0
mistakes,0.0
mistakes are,0.0
mitigated,0.0
mixing,0.0
mixing service,0.0
ml,0.0
ml model,0.0
model,0.0
model for,0.0
model runs,0.0
module,0.0
module as,0.0
module exists,0.0
money,0.0
money laundering,0.0
money mule,0.0
money mules,0.0
monitor,0.0
monitor dark,0.0
monitored,0.0
monitoring,0.0
monitoring as,0.0
monitoring for,0.0
monitoring so,0.0
month,0.0
monthly,0.0
monthly then,0.0
mortem,0.0
mortem template,0.0
move,0.0
move forward,0.0
move to,0.0
moving,0.0
mule,0.0
mule account,0.0
mules,0.0
multiple,0.0
multiple accounts,0.0
must,0.0
must be,0.0
must capture,0.0
must check,0.0
must complete,0.0
must create,0.0
must generate,0.0
must have,0.0
must identify,0.0
must include,0.0
must log,0.0
must match,0.0
must receive,0.0
must reduce,0.0
must show,0.0
must support,0.0
must trigger,0.0
must use,0.0
mvp,0.0
my,0.0
my manager,0.0
name,0.0
name and,0.0
navigation,0.0
navigation alert,0.0
need,0.009904853743837079
need is,0.0
need to,0.0024151333633516524
needed,0.0
needful,0.0
needful for,0.0
needful then,0.0
needful to,0.0
needs,0.0
needs are,0.0
negative,0.0
negative news,0.0
network,0.0
network isolation,0.0
new,0.0
new alerts,0.0
new changes,0.0
new code,0.0
new data,0.0
new developers,0.0
new functions,0.0
new requirement,0.0
new version,0.0
news,0.0
news monitoring,0.0
next,0.0
nfrs,0.0
nft,0.0
nightly,0.0
no,0.0
non,0.0
non prod,0.0
non production,0.0
norkom,0.0
norkom aml,0.0
norkom api,0.0
norkom contract,0.0
norkom ui,0.0
not,0.0
notes,0.0
notification,0.0
null,0.0
null counts,0.0
oauth2,0.0
objectives,0.0
obtain,0.0
obtained,0.0
occurs,0.0
occurs then,0.0
ocr,0.0
of,0.0
of all,0.0
of historical,0.0
of norkom,0.0
of the,0.0
ofac,0.0
ofac sanctions,0.0
off,0.0
off by,0.0
officer,0.0
officer want,0.0
older,0.0
older than,0.0
on,5.7947966835549046e-05
on 20,0.0
on call,0.0
on data,0.0
on the,0.0
on time,0.0
onboarding,0.0
onboarding plan,0.0
one,0.0
one alert,0.0
only,6.531388948265215e-07
only authorized,0.0
open,0.0
opens,0.0
operations,0.0
operations lead,0.0
operations manager,0.0
operations team,0.0
operator,0.0
operator want,1.0385384169149286e-05
optimization,0.0
optimization as,0.0
optimization for,0.0
optimized,0.0
or,0.0
oracle,0.0
oracle as,0.0
oracle control,0.0
oracle so,0.0
oracle staging,0.0
organized,0.0
organized by,0.0
other,0.0
other module,0.0
our,0.0
our conversation,0.0
our discussion,0.0
our team,0.0
out,0.0
out of,0.0
outage,0.0
outcome,0.0
outcomes,0.0
output,0.0
output exists,0.0
over,0.0
over time,0.0
owner,0.0
owner so,0.0
owners,0.0
owners due,0.0
ownership,0.0
page,8.259519635265927e-05
pagerduty,0.0
pagerduty alert,0.0
parallel,0.0
parallel processing,0.0
parameters,0.0
parties,0.0
partitions,0.0
partitions by,0.0
party,0.0
pass,0.0
pass security,0.0
passes,0.0
past,0.0
past mistakes,0.0
patch,0.0
patch management,0.0
path,0.0
pattern,0.0
pattern matches,0.0
patterns,0.0
pending,0.0
pending code,0.0
pending items,0.0
pending request,0.0
pending stories,0.0
pep,0.0
per,0.0
per hour,0.0
per minute,0.0
per our,0.0
per the,0.0
percent,0.0
percent of,0.0
percent with,0.0
perform,0.0
performance,0.0019497080730368145
performance engineer,0.0
performance improves,0.0
performance is,0.0
performance regression,0.0
performance report,0.0
performance so,0.0
performance test,0.0
performance tests,0.0
permissions,0.0
phase,0.0
phase so,0.0
physical,0.0
pii,0.0
pii as,0.0
pii classification,0.0
pii columns,0.0
pii data,0.0
pii is,0.0
pipe,0.0
pipeline,0.0
plan,3.7527611009444254e-06
plan analysis,0.0
plan as,0.0
plan exists,0.0
plan for,0.0
plan so,0.0
planned,0.0
planned given,0.0
planned in,0.0
planning,0.0
planning document,0.0
planning meeting,0.0
platforms,0.0
playbook,0.0
plus,0.0
plus high,0.0
plus low,0.0
po,0.0
po want,0.0
policy,0.0
policy for,0.0
policy so,0.0
pool,0.0
pooling,0.0
pooling for,0.0
positive,0.0
positive analysis,0.0
positive rate,0.0
positives,0.0
possible,0.0
possible given,0.0
post,0.0
post mortem,0.0
posted,0.0
posting,0.0
posts,0.0
posts as,0.0
posts so,0.0
potential,0.0
potential money,0.0
pr,0.0
practices,0.0
prepare,0.0
prepare for,0.0
preserved,0.0
previous,0.0
previous aml,0.0
previous version,0.0
price,0.0
prioritization,0.0
prioritize,0.0
prioritized,0.0
priority,0.0
priority alert,0.0
priority and,0.0
privacy,0.0
privacy coin,0.0
privacy officer,0.0
proactively,0.0
problem,0.0
problem should,0.0
problems,0.0
procedures,0.0
proceed,0.0
proceed given,0.0
process,3.562196881408847e-10
process as,6.592792720899828e-10
process flow,0.0
process instagram,0.0
process is,0.0
process should,0.0
process so,0.0
processed,8.108217867846368e-10
processed data,0.0
processed files,0.0
processes,0.0
processing,2.2930879257501976e-08
processing completes,0.0
processing for,0.0
processing runs,0.0
processing so,0.0
procurement,0.0
procurement lead,0.0
prod,0.0
product,0.0
product manager,0.0
product meets,0.0
product owner,0.0
product should,0.0
production,0.0
production data,0.0
production environments,0.0
professional,0.0
professional money,0.0
profile,0.0
profile so,0.0
profiling,0.0
program,0.0
program manager,0.0
progress,0.0
prohibited,0.0
project,1.842420418119367e-05
project charter,0.0
project manager,1.9859356640907965e-05
project plan,0.0
project should,0.0
project so,0.0
projects,0.0
promotion,0.0
promotion criteria,0.0
proper,0.0
proper testing,0.0
property,0.0
protected,0.0
protection,0.0
prototype,0.0
provided,0.0
provided comments,0.0
provided in,0.0
provided when,0.0
provides,0.0
provisioned,0.0
provisioning,0.0
publishes,0.0
pull,0.0
pull request,0.0
purchase,0.0
python,0.0
qa,0.0
qa engineer,0.0
qa lead,0.0
qa team,0.0
quality,0.0
quality analyst,0.0
quality dashboard,0.0
quality gate,0.0
quality improves,0.0
quality is,0.0
quality issue,0.0
quality issues,0.0
quality metrics,0.0
quality rules,0.0
quality scorecard,0.0
quality sla,0.0
quality thresholds,0.0
quarterly,0.0
queried,0.0
queries,0.0
queries are,0.0
query,0.0
query performance,0.0
query response,0.0
query timeout,0.0
queue,0.0
queue for,1.273823850248847e-07
quickly,0.0
quickly given,0.0
raci,8.714889684130899e-08
raci matrix,0.0
raised,0.0
raised by,0.0
random,0.0
range,0.0
rate,0.0
rate limit,0.00011828390111133688
rate limiting,0.0
rate limits,0.0
rate target,0.0
rbac,0.0
re,0.0
re review,0.0
read,0.0
ready,0.0
ready for,0.0
ready when,0.0
real,0.0
real estate,0.0
real time,0.0
realistic,0.0
reason,0.0
reasons,0.0
receive,0.0
received,0.0
received in,0.0
receives,0.0
recent,0.0
recommendations,0.0
reconcile,0.0
reconcile record,0.0
reconciliation,0.0
record,0.0
record count,0.0
record counts,0.0
record is,0.0
records,1.2119486789506346e-09
records as,0.0
records when,0.0
records with,0.0
recovery,0.0
recovery test,0.0
red,0.0
reduce,0.0
reduce by,0.0
reduced,0.0
reference,0.0
reference data,0.0
references,0.0
referential,0.0
referential integrity,0.0
refinement,0.0
reflect,0.0
refresh,0.0
refresh frequency,0.0
refreshed,0.0
refreshes,0.0
refreshes then,0.0
register,0.0
register as,0.0
register of,0.0
regression,0.0
regression detection,0.0
regression test,0.0
regression testing,0.0
regressions,0.0
regular,0.0
regulations,0.0
regulatory,0.0
regulatory audit,0.0
regulatory requirements,0.0
regulatory reviews,0.0
reject,0.0
rejected,0.0
related,0.0
related alerts,0.0
relationships,0.0
release,0.0
release is,0.0
release manager,0.0
release notes,0.0
release should,0.0
releases,0.0
relevant,0.0
reliability,0.0
reliable,0.0
remain,0.0
remediation,0.0
remediation plan,0.0
report,0.0
report as,0.0
report exists,0.0
report for,0.0
report generation,0.0
report must,0.0
report so,0.0
report template,0.0
reporting,0.0
reports,0.0
repository,0.0
representation,0.0
request,0.0
request as,0.0
request exists,0.0
request so,0.0
request was,0.0
request when,0.0
requested,0.0
requested as,0.0
requested by,0.0
requested in,0.0
requests,0.0
requests per,0.0
require,0.0
required,0.0
requirement,0.0
requirement as,0.0
requirement document,0.0
requirements,0.0
requirements are,0.0
requirements as,0.0
requirements document,0.0
requirements exist,0.0
requirements should,0.0
requirements when,0.0
resolved,0.0
resolved given,0.0
resource,0.0
response,0.0
response playbook,0.0
response time,0.0
response times,0.0
rest,0.0
restart,0.0
restore,0.0
retain,0.0
retained,0.0
retention,0.0
retention and,0.0
retention audit,0.0
retention policy,0.0
retrospective,0.0
retry,0.0
returns,0.0
returns 429,0.0
reused,0.0
review,0.0
review as,0.0
review comments,0.0
review feedback,0.0
review format,0.0
review given,0.0
review of,0.0
review so,0.0
review the,0.0
review will,0.0
reviewed,0.0
reviewer,0.0
reviewer provided,0.0
reviews,0.0
reviews are,0.0
risk,0.0
risk analyst,0.0
risk assessment,0.0
risk customers,0.0
risk score,0.0
risk scoring,0.0
risk tier,0.0
risk_score,0.0
risks,0.0
roadmap,0.0
role,0.0
role based,0.0
role is,0.0
roles,0.0
roles and,0.0
rollback,0.0
root,0.0
root cause,0.0
rotation,0.0
routine,0.0
rows,0.0
rpo,0.0
rpo 15,0.0
rto,0.0
rule,0.0
rules,0.0
rules as,0.0
rules engine,0.0
rules must,0.0
rules so,0.0
run,0.0
run daily,0.0
run then,0.0
runbook,0.0
running,0.0
runs,0.0
runs at,0.0
runs automatically,0.0
runs then,0.0
runs when,0.0
s3,0.0
same,0.0
same content,0.0
sample,0.0
sampling,0.0
sanctions,0.0
sanctions list,0.0
sanctions lists,0.0
sar,0.0
sar filings,0.0
sar generation,0.0
satisfied,0.0
satisfied given,0.0
satisfy,0.0
satisfy the,0.0
scalability,0.0
scan,0.0
scan clean,0.0
scenario,0.0
scenario engine,0.0
scenario execution,0.0
scenarios,0.0
scenarios as,0.0
scenarios can,0.0
scenarios run,0.0
scenarios so,0.0
schedule,0.0
schedule as,0.0
scheduled,0.0
schema,0.0
scientist,0.0
scientist want,0.0
scope,0.0
scope is,0.0
score,0.0
score is,0.0
score must,0.0
score so,0.0
scorecard,0.0
scorecard for,0.0
scores,0.0
scoring,0.0
scoring as,0.0
scoring model,0.0
screened,0.0
screening,0.0
screenshot,0.0
screenshot on,0.0
script,0.0
scrum,0.0
scrum master,0.0
searchable,0.0
seconds,0.0
secrets,0.0
secrets management,0.0
sections,0.0
secure,0.0
secure given,0.0
security,0.013444014378456891
security admin,0.0
security analyst,0.0
security architect,0.0
security architecture,0.0
security audit,0.0
security compliance,0.0
security controls,0.0
security engineer,0.0
security events,0.0
security findings,0.0
security incident,0.0
security manager,0.0
security patch,0.0
security review,0.0
security scan,0.0
security training,0.0
see,0.0
seg_customer_classification,0.0
segment,0.0
segmentation,0.0
segmentation logic,0.0
segments,0.0
select,0.0
selected,0.0
send,0.0
send alert,0.0
send pagerduty,0.0
send to,0.0
sensitive,0.0
sensitive data,0.0
sent,4.285675867089262e-08
sent to,0.0
sentiment,0.0
sentiment trend,0.0
server,0.0
server is,0.0
server so,0.0
service,0.0
service level,0.0
services,0.0
session,0.0
session as,0.0
session output,0.0
session so,0.0
set,0.0
set up,0.0
setup,0.0
severity,0.0
severity levels,0.0
shared,0.0
shell,0.0
shell companies,0.0
shell company,0.0
should,0.017428510199128274
should approve,0.0
should be,0.0
should follow,0.0
should go,0.0
should have,0.0
should improve,0.0
should match,0.0
should meet,0.0
should pass,0.0
should reflect,0.0
should satisfy,0.0
should work,0.0
show,0.0
showing,0.00016743007977043208
siem,0.0
sign,0.0
sign off,0.0
signals,0.0
signed,0.0
signed off,0.0
single,0.0
sla,0.0
sla compliance,0.0
sla for,0.0
sla is,0.0
sla monitoring,0.0
slack,0.0
slas,0.0
slas are,0.0
slas for,0.0
slas given,0.0
slow,0.0
slow queries,0.0
small,0.0
smoke,0.0
smoke tests,0.0
smoothly,0.0
so,0.00046894332170610656
so that,0.00041452024569731507
soc2,0.0
social,0.0
social media,0.0
software,0.0
solution,0.0
solution as,0.0
source,0.0
source and,0.0
source file,0.0
source files,0.0
sources,8.614129426889546e-11
sources as,0.0
sources so,0.0
spec,0.0
spec as,0.0
specification,0.0
specification document,0.0
specifications,0.0
specifies,0.0
specifies so,0.0
sponsor,0.0
sprint,0.0
sprint backlog,0.0
sprint commitment,0.0
sprint goal,0.0
sprint plan,0.0
sprint planning,0.0
sprint review,0.0
sprint should,0.0
sprint so,0.0
sprint when,0.0
sprints,0.0
sql,0.0
sre,0.0
sre want,0.0
ssn,0.0
stable,0.0
stable given,0.0
stack,0.0
stages,0.0
staging,0.0
staging tables,0.0
staging to,0.0
stakeholder,0.0
stakeholder review,0.0
stakeholders,6.317202802738675e-07
stakeholders are,0.0
stakeholders as,2.70133913627311e-06
stakeholders should,0.0
standard,0.0
standard development,0.0
standard template,0.0
standardized,0.0
standards,0.0
standards are,0.0
standards exist,0.0
standards so,0.0
standby,0.0
standup,0.0
start,0.0
starts,0.0
starts then,0.0
statistics,0.0
statistics null,0.0
status,0.0
status call,0.0
status report,0.0
stay,0.0
stay current,0.0
stay within,0.0
step,0.0
steps,0.0
steps must,0.0
stg_customer_trx,0.0
stg_customer_trx table,0.0
storage,0.0
store,0.0
store customer,0.0
stored,0.0
stored in,0.0
stories,0.0
stories that,0.0
story,0.0
story mapping,0.0
strategy,0.0
strategy as,0.0
strategy for,0.0
structure,0.0
structured,0.0
structured onboarding,0.0
submitted,0.0
submitted on,0.0
success,0.0
success criteria,0.0
successful,0.0
successful given,0.0
suite,0.0
suite for,0.0
summary,0.0
support,0.0
support ticket,0.0
suspicious,0.0
suspicious activities,0.0
suspicious activity,0.0
sync,0.0
sync meeting,0.0
system,0.0
system as,0.0
system given,0.0
system health,0.0
system is,0.0
system matches,0.0
system meets,0.0
system must,0.0
system outage,0.0
system should,0.0
system so,0.0
systems,0.0
systems integrator,0.0
table,0.0
table has,0.0
table must,0.0
tables,0.0
tables and,0.0
tables as,0.0
tables so,0.0
talked,0.0
talked about,0.0
target,0.0
target 99,0.0
task,0.0
task as,0.0
task list,0.0
tasks,0.0
tasks are,0.0
tasks from,0.0
tasks that,0.0
tbd,0.0
team,0.0
team as,0.0
team can,0.0
team has,0.0
team meeting,0.0
team members,0.0
team performance,0.0
team so,0.0
team standards,0.0
team will,0.0
tech,0.0
tech lead,0.0
technical,0.0
technical architect,0.0
technical debt,0.0
technical design,0.0
technical lead,0.0
technical review,0.0
technical spec,0.0
template,0.0
template as,0.0
template sections,0.0
template so,0.0
template with,0.0
templates,0.0
temporal,0.0
temporal analysis,0.0
termination,0.0
terms,0.0
test,0.0
test as,0.0
test data,0.0
test environment,0.0
test feedback,0.0
test scenarios,0.0
test schedule,0.0
test should,0.0
test suite,0.0
test team,0.0
test with,0.0
tested,0.0
testing,0.0
testing as,0.0
testing is,0.0
testing phase,0.0
testing so,0.0
testing team,0.0
testing uses,0.0
tests,0.0
tests for,0.0
tests pass,0.0
tests run,0.0
tests should,0.0
text,0.0
than,0.0
than 15,0.0
than 24hr,0.0
than 30,0.0
than 80,0.0
than 99,0.0
than seconds,0.0
that,0.05729308816277748
that all,0.0
that aml,0.0
that are,0.0
that audit,0.0
that bank,0.0
that came,0.0
that can,0.0
that code,0.0
that consistency,0.0
that customer,0.0
that data,0.0
that development,0.0
that downstream,0.0
that downtime,0.0
that etl,0.0
that everyone,0.0
that false,0.0
that high,0.0
that incoming,1.33647238604359e-09
that investigators,0.0
that is,0.0
that issues,0.0
that it,0.0
that new,0.0
that norkom,0.0
that only,0.0
that past,0.0
that performance,0.0
that pii,0.0
that processing,0.0
that prohibited,0.0
that quality,0.0
that recovery,0.0
that regulatory,0.0
that requirements,0.0
that runs,0.0
that slas,0.0
that solution,0.0
that stakeholders,0.0
that system,0.0
that team,0.0
that testing,0.0
that the,0.0
that they,0.0
that users,0.0
that vulnerabilities,0.0
that was,0.0
that we,0.0
that were,0.0
the,0.838504874726762
the action,0.0
the approved,0.0
the architect,0.0
the architecture,0.0
the ba,0.0
the backlog,0.0
the brainstorming,0.0
the business,0.0
the call,0.0
the change,0.0
the changes,0.0
the code,0.0
the codebase,0.0
the comments,0.0
the completed,0.0
the concerns,0.0
the conversation,0.0
the daily,0.0
the data,0.0
the dba,0.0
the demo,0.0
the dependency,0.0
the deployment,0.0
the design,0.0
the disaster,0.0
the discussion,0.0
the document,0.0
the documentation,0.0
the earlier,0.0
the email,0.0
the environment,0.0
the existing,0.0
the feedback,0.0
the final,0.0
the implementation,0.0
the instructions,0.0
the issue,0.0
the issues,0.0
the jira,0.0
the last,0.0
the lead,0.0
the lessons,0.0
the manager,0.0
the meeting,0.0
the milestone,0.0
the module,0.0
the need,0.0
the needful,0.0
the new,0.0
the other,0.0
the pending,0.0
the performance,0.0
the plan,0.0
the planning,0.0
the pr,0.0
the previous,0.0
the problem,0.0
the process,0.0
the product,0.0
the project,0.0
the prototype,0.0
the quality,0.0
the queries,0.0
the release,0.0
the request,0.0
the requirement,0.0
the requirements,0.0
the retrospective,0.0
the review,0.0
the reviewer,0.0
the risk,0.0
the scope,0.0
the security,0.0
the solution,0.0
the spec,0.0
the specification,0.0
the sprint,0.0
the stakeholder,0.0
the stakeholders,0.0
the standard,0.0
the status,0.0
the stories,0.0
the support,0.0
the system,0.0
the task,0.0
the tasks,0.0
the team,0.0
the technical,0.0
the test,0.0
the testing,0.0
the things,0.0
the ticket,0.0
the troubleshooting,0.0
the upcoming,0.0
the user,0.0
the users,0.0
the validation,0.0
the whiteboard,0.0
the work,0.0
the workflow,0.0
their,0.0
them,0.0
them given,0.0
them then,0.0
then,1.2182152525688943e-06
then alert,0.0
then all,0.0
then behavior,0.0
then customer,0.0
then customers,0.0
then dashboard,0.0
then data,0.0
then each,0.0
then flag,0.0
then generate,0.0
then high,0.0
then it,0.0
then must,0.0
then new,0.0
then only,0.0
then output,0.0
then report,0.0
then response,0.0
then risk,0.0
then send,0.0
then steps,0.0
then system,0.0
then the,1.0060887939387187e-10
then they,0.0
there,0.0
they,0.0
they are,0.0
they can,0.0
they must,0.0
they should,0.0
things,0.0
things we,0.0
third,0.0
third party,0.0
this,9.115189570037885e-05
thread,0.0
threshold,0.0
threshold changes,0.0
threshold tuning,0.0
thresholds,0.0
thresholds so,0.0
throttle,0.0
throttling,0.0
through,0.0
throughput,0.0
ticket,0.0
ticket as,0.0
ticket has,0.0
ticket that,0.0
tier,0.0
tier refresh,0.0
time,0.0
time given,0.0
time must,0.0
time so,0.0
time social,0.0
timeline,0.0
timeline and,0.0
timeliness,0.0
timeout,0.0
timeout handling,0.0
timeout when,0.0
times,0.0
times plus,0.0
timestamp,0.0
timestamp and,0.0
tls,0.0
tls configuration,0.0
to,0.0003057731298019503
to 100,0.0
to access,0.0
to address,0.0
to analyze,0.0
to assign,0.0
to backup,0.0
to be,0.0
to build,0.0
to complete,0.0
to configure,0.0
to create,0.0
to database,0.0
to dead,2.8020838239625797e-09
to detect,0.0
to dev,0.0
to do,0.0
to document,0.0
to end,0.0
to export,0.0
to fix,0.0
to generate,0.0
to have,0.0
to identify,0.0
to implement,0.0
to improve,0.0
to integrate,0.0
to load,0.0
to main,0.0
to make,0.0
to me,0.0
to monitor,0.0
to norkom,0.0
to prepare,0.0
to prod,0.0
to receive,0.0
to reconcile,0.0
to s3,0.0
to score,0.0
to see,0.0
to set,0.0
to staging,0.0
to standby,0.0
to store,0.0
to the,0.0
to track,0.0
to update,0.0
to validate,0.0
to write,0.0
token,0.0
tomorrow,0.0
tomorrow standup,0.0
top,0.0
top 10,0.0
total,0.0
track,0.0
track data,0.0
tracked,0.0
tracking,0.0
tracking process,0.0
trail,0.0
trail for,0.0
trail of,0.0
trainer,0.0
trainer want,0.0
training,0.0
training for,0.0
training plan,0.0
transaction,0.0
transaction data,0.0
transaction lookup,0.0
transaction monitoring,0.0
transaction patterns,0.0
transaction summary,0.0
transaction volume,0.0
transaction_date,0.0
transaction_id,0.0
transaction_id customer_id,0.0
transactions,0.0
transactions so,0.0
transactions when,0.0
transformation,0.0
transformed,0.0
trend,0.0
trends,0.0
trigger,0.0
triggered,0.0
triggers,0.0
troubleshooting,0.0
troubleshooting session,0.0
tuning,0.0
twitter,0.0
twitter api,0.0
txt,0.0
txt file,0.0
type,0.0
typologies,0.0
typologies then,0.0
uat,0.0
uat test,0.0
ui,0.0
ui as,0.0
ui changes,0.0
ui effectively,0.0
ui so,0.0
ui to,0.0
ui when,0.0
ultimate,0.0
un,0.0
under,0.0
understand,0.0
understand data,0.0
unit,0.0
unit tests,0.0
unix,0.0
unix oracle,0.0
unix server,0.0
unusual,0.0
up,0.0
up the,0.0
up to,0.0
upcoming,0.0
update,0.0
update automation,0.0
update every,0.0
update the,0.0
updated,0.0
updates,0.0
updates when,0.0
upstream,0.0
uptime,0.0
us,0.0
us compliance,0.0
use,0.0
use norkom,0.0
used,0.0
used for,0.0
user,0.0
user acceptance,0.0
user accesses,0.0
user demo,0.0
user expectations,0.0
user logs,0.0
user should,0.0
user story,0.0
user_id,0.0
users,0.0
users are,0.0
users get,0.0
uses,0.0
using,0.0
validate,0.0
validated,0.0
validation,0.0
validation framework,0.0
validation report,0.0
value,0.0
values,0.0
vasp,0.0
vault,0.0
velocity,0.0
vendor,0.0
vendor assessment,0.0
verification,0.0
verified,0.0
verify,0.0
verify identity,0.0
version,0.0
version as,0.0
version exists,0.0
version of,0.0
via,0.0
video,0.0
view,0.0
views,0.0
views for,0.0
virtual,0.0
virtual asset,0.0
volume,0.0
volume is,0.0
volume plus,0.0
vpc,0.0
vs,0.0
vs actual,0.0
vulnerabilities,0.0
vulnerabilities are,0.0
vulnerability,0.0
want,2.6931337712289797e-05
want alerts,0.0
want all,0.0
want api,0.0
want automated,0.0
want baseline,0.0
want checklist,0.0
want code,0.0
want complete,0.0
want configurable,0.0
want connection,0.0
want data,0.0
want detailed,0.0
want failed,0.00017899222119991846
want formal,0.0
want github,0.0
want quarterly,0.0
want rate,0.0
want rbac,0.0
want standard,0.0
want standardized,0.0
want structured,0.0
want to,8.994509348367677e-05
want ui,0.0
want weekly,0.0
was,0.0
was agreed,0.0
was approved,0.0
was asked,0.0
was assigned,0.0
was discussed,0.0
was made,0.0
was planned,0.0
was provided,0.0
was requested,0.0
watchlist,0.0
watchlist screening,0.0
watchlist update,0.0
we,0.0
we are,0.0
we can,0.0
we deliver,0.0
we detect,0.0
we discussed,0.0
we identify,0.0
we meet,0.0
we need,0.0
we prioritize,0.0
we talked,0.0
we understand,0.0
web,0.0
webhook,0.0
week,0.0
week plan,0.0
weekly,0.0
weekly from,0.0
weekly report,0.0
weekly status,0.0
weeks,0.0
were,0.0
were discussed,0.0
were found,0.0
were identified,0.0
were raised,0.0
what,0.0
what the,0.0
what was,0.0
when,1.5974066141244444e-07
when address,0.0
when any,0.0
when audit,0.0
when complete,0.0
when compliance,0.0
when connection,0.0
when create,0.0
when customer,0.0
when daily,0.0
when dashboard,0.0
when data,0.0
when do,0.0
when document,0.0
when etl,0.0
when fix,0.0
when follow,0.0
when funds,0.0
when implement,0.0
when job,0.0
when make,0.0
when model,0.0
when new,0.0
when pattern,0.0
when performance,0.0
when role,0.0
when run,0.0
when source,0.0
when the,0.0
when training,0.0
when transaction,0.0
when update,0.0
when write,0.0
where,0.00022043242085335795
which,0.0
which alerts,0.0
while,0.0
whiteboard,0.0
whiteboard discussion,0.0
will,1.4641029491146703e-05
will be,0.0
will review,0.0
will verify,0.0
window,0.0
window for,0.0
with,0.0
with hsbc,0.0
with owners,0.0
with priority,0.0
with proper,0.0
with risk,0.0
with the,0.0
with transaction,0.0
within,0.0
within 30,0.0
within days,0.0
within hour,0.0
within hours,0.0
within minutes,0.0
without,0.0
without code,0.0
work,1.984403315084534e-06
work as,0.0
work from,0.0
work is,0.0
work like,0.0
work should,0.0
work that,0.0
workflow,0.0
workflow as,0.0
workflow diagram,0.0
workflow for,0.0
workflow starts,0.0
working,0.0
works,0.0
workshop,0.0
write,0.0
write ahead,0.0
write code,0.0
xxx,0.0
xxx xx,0.0
yaml,0.0
yaml configuration,0.0
year,0.0
year application,0.0
year data,0.0
year of,0.0
year when,0.0
years,0.0
years as,0.0
years for,0.0
years maintenance,0.0
years of,0.0
years security,0.0
yellow,0.0
yellow days,0.0
yesterday,0.0
vague_term_density,0.017417622231367808
